10 903
-959.955 -357.299 37.938
-619.713 730.091 40.902
-45.631 -519.169 57.183
-816.947 654.768 44.975
241.737 288.761 87.389
-847.853 -835.361 46.773
376.109 87.925 80.395
1.814 -728.441 65.322
-757.890 708.243 59.771
533.609 -341.535 94.796
395.072 356.093 12.882 19.452
694.130 -253.754 -8.114 -19.852
-54.381 327.390 9.798 -23.276
-972.703 -75.515 -13.786 -5.188
633.471 127.810 23.196 -2.558
629.222 -441.231 -11.303 12.423
-631.198 -731.127 8.948 8.626
828.910 -123.236 -21.405 5.600
-767.143 659.081 0.052 23.175
-594.673 677.514 -21.677 8.774
4.904 524.811 10.498 0.805
-550.705 868.473 20.617 -22.931
-3.717 752.502 -0.489 -9.362
-688.729 528.348 -21.939 -7.998
797.221 480.360 -24.372 15.653
-642.876 -831.092 -3.747 -10.250
827.989 852.185 -12.076 -19.167
529.700 -350.129 14.607 -11.635
-825.319 4.167 14.170 -9.401
-127.360 391.470 -7.331 21.723
143.972 687.195 -12.639 11.381
215.543 -383.141 -21.617 0.319
-902.781 -839.576 -9.028 -13.641
-670.668 489.009 1.108 -21.067
341.195 561.291 -15.234 -3.228
-788.838 974.896 10.137 -15.354
-20.937 -27.698 0.245 21.293
-636.228 716.561 18.016 12.694
403.756 -784.947 -0.925 -9.518
-168.088 98.304 15.802 -1.772
258.729 -729.041 9.587 14.702
759.968 -572.201 18.635 2.529
989.090 -863.983 24.301 -19.994
-889.087 377.555 -10.348 2.249
-650.143 595.913 -1.458 -7.159
312.474 -337.696 -19.466 -7.094
-122.643 184.360 8.388 17.732
-717.336 -32.407 -9.040 13.535
238.552 -978.124 3.236 -0.037
-550.325 -125.166 -22.508 -14.031
10.851 -928.259 -9.025 3.044
449.297 225.109 -19.707 19.979
-178.978 153.418 -12.180 -21.663
815.722 -265.845 -3.757 -7.673
918.515 -814.743 -14.941 -19.971
152.849 40.750 18.564 -15.215
62.626 -127.975 9.748 12.808
746.859 489.606 23.777 -6.057
561.347 -409.919 21.987 0.266
815.190 -908.786 -4.755 -9.095
244.632 322.580 -5.757 1.509
-943.265 619.436 18.836 24.381
804.692 -844.217 -20.589 -1.061
196.533 919.000 8.724 -18.521
-208.975 -261.135 19.286 -11.553
-771.529 722.525 7.390 19.745
10 587
-243.092 210.866 36.976
-626.808 -330.550 34.750
-171.541 -17.385 46.700
-795.215 744.362 68.125
-721.979 -2.729 66.173
-139.583 -26.655 91.467
265.060 485.929 11.309
408.882 -35.079 61.483
-592.013 -396.176 41.135
-916.376 -822.695 47.139
256.510 -65.788 -21.659 24.401
307.404 -196.895 -8.724 -21.603
785.720 565.024 -16.484 13.252
-92.478 -381.330 -11.816 -19.725
479.087 500.698 -24.492 -6.396
-13.373 -773.494 -21.174 23.789
436.166 -438.984 -11.116 -19.028
-355.361 -267.323 4.041 22.529
666.889 295.311 21.929 -0.643
-901.585 -471.800 2.754 22.103
-906.776 450.805 10.355 0.019
-930.525 941.571 5.293 13.714
442.269 232.060 -17.682 -14.278
458.566 -554.263 -15.489 -2.632
6.752 -64.184 3.340 16.285
668.493 -704.744 13.814 8.385
590.566 429.712 -17.258 17.225
957.911 419.833 14.328 -23.722
-129.362 -12.666 1.297 -1.497
-71.095 -736.386 -12.783 -15.721
495.674 -218.617 -4.998 -1.144
227.119 180.514 21.224 -19.153
-883.670 -17.427 22.132 19.621
277.829 437.803 3.005 -3.290
-132.485 429.882 -11.066 -4.364
-150.285 -869.507 -3.086 18.009
117.827 928.442 -8.488 -23.832
-807.944 149.140 -14.552 17.193
930.523 217.977 -8.951 3.941
-601.510 -509.056 9.788 -12.129
473.517 276.777 -17.509 -6.216
-285.420 419.850 15.494 14.552
-150.269 -822.883 -14.812 17.486
-692.390 284.081 10.495 10.636
212.523 -919.736 11.804 10.114
229.404 890.077 2.308 3.998
108.053 734.281 -17.061 12.664
-774.775 709.083 -24.466 17.469
-14.141 -678.992 -13.748 17.511
740.858 -930.172 7.063 -10.235
-753.055 690.054 -17.749 -11.136
-25.865 709.833 24.500 -20.334
790.097 452.163 14.781 0.488
342.239 -316.452 -20.514 -13.743
-582.170 -503.003 23.921 -8.924
-793.920 978.200 -16.455 4.798
-700.792 -208.115 -2.691 -23.998
-138.287 -825.088 -9.234 2.716
864.965 -79.310 16.580 -4.022
-369.477 643.206 0.644 -14.485
95.368 -383.003 11.003 -14.060
300.545 619.549 -2.803 17.959
-883.454 -155.264 -15.964 -16.934
-177.064 -296.773 12.864 3.054
495.112 -593.056 4.055 -16.079
-418.145 792.866 11.637 -13.829
-286.445 128.696 7.148 8.602
-228.098 -688.319 19.117 21.682
-71.322 204.818 -17.378 -19.269
-175.633 192.777 23.690 -1.477
-962.487 -690.972 6.588 -3.489
12.256 -221.895 24.565 -12.316
185.049 144.805 -3.395 19.173
-62.329 -670.323 -19.657 16.281
458.373 499.646 -0.117 -19.243
811.327 -239.999 -22.561 -6.500
964.819 -597.579 -0.769 -5.270
595.198 -83.174 18.253 15.818
225.855 -6.360 -12.671 -19.047
771.745 -524.244 -6.363 -1.080
620.561 609.672 -6.908 -11.044
939.348 -62.577 -19.764 9.943
-562.931 204.761 15.700 -18.790
964.762 725.539 -0.290 23.240
-872.040 957.630 -7.031 18.079
-125.544 -551.132 8.897 -22.492
442.508 849.032 -16.539 5.356
-675.212 83.899 -20.724 23.634
-306.429 -105.255 -12.410 -9.177
832.168 -286.960 -24.234 -18.269
917.801 658.635 -12.059 22.064
384.175 506.035 20.304 12.803
463.665 -469.088 5.882 -16.547
-20.220 -408.836 -14.039 -14.443
-559.804 -223.148 15.914 -5.875
860.751 807.587 -7.242 -11.142
-297.668 213.916 4.681 -11.638
926.955 217.881 -4.907 21.119
-123.483 321.370 18.183 -18.483
-172.595 539.464 19.321 -17.723
-929.624 8.120 -9.270 1.254
599.284 67.621 11.811 -24.013
844.473 108.984 -4.888 17.631
-83.430 514.799 -18.511 15.473
-271.286 446.786 -21.165 -8.608
-335.332 -42.862 -12.489 13.530
-721.492 -772.255 20.047 2.648
767.208 574.703 9.925 20.940
-417.177 -973.827 -2.806 -20.447
93.794 -639.817 -19.460 -1.543
469.167 26.052 -8.913 -15.357
-459.149 -96.964 -24.884 6.739
-650.177 -841.959 23.131 0.362
115.178 -574.341 -11.108 9.842
-346.596 -642.449 -12.510 -14.485
932.254 896.582 -18.545 -12.123
922.755 145.937 -7.570 0.414
506.120 -81.229 23.870 -0.618
944.823 -401.693 9.026 -12.858
501.343 365.664 18.881 21.279
523.705 680.472 -3.359 -9.028
-893.868 421.331 -24.186 -6.012
778.882 -467.832 4.504 17.778
-571.250 438.345 -19.345 -16.212
-415.718 -76.604 9.201 -22.740
842.167 322.871 1.642 19.675
921.178 -573.286 -18.183 10.563
792.378 -972.099 6.842 7.902
708.374 -860.658 23.874 20.363
560.673 987.535 -10.649 8.489
-480.296 754.190 1.267 -1.289
192.535 276.904 7.499 19.420
-799.700 -331.986 21.680 -23.938
990.885 -67.091 20.736 22.802
359.624 -897.881 8.365 3.800
-869.980 -391.730 -13.298 20.960
-252.388 -576.948 16.322 -17.293
-589.413 -773.059 16.196 -1.743
981.131 -301.468 21.969 4.342
975.435 178.704 -1.238 -20.607
846.719 -182.297 -19.545 20.940
750.613 -952.342 18.742 2.756
-850.223 84.252 -18.444 -18.005
692.522 -269.676 -22.045 -13.997
153.376 771.090 -6.289 14.099
998.031 -603.739 -12.644 24.479
94.792 -627.002 3.821 1.756
551.702 -896.689 6.149 9.961
-78.986 464.164 5.901 -8.209
511.822 -14.307 19.547 16.540
-930.055 -955.898 23.535 19.062
-225.574 -940.414 -19.935 23.195
830.676 -48.977 12.294 20.718
347.284 986.017 20.197 -13.948
-640.985 -39.303 12.808 22.768
64.008 -241.734 7.728 24.626
-777.569 -454.835 -8.584 18.356
530.858 -561.487 9.896 15.020
-517.385 337.246 9.082 6.426
396.832 565.874 4.621 5.688
-483.102 -323.394 1.405 21.605
-337.376 -135.916 -17.344 0.541
824.781 818.561 -1.691 -2.780
-423.172 -758.504 -3.155 -5.019
-213.339 530.461 -11.662 -17.062
968.974 929.362 22.958 -13.710
266.608 281.594 17.716 -8.414
-152.532 -106.528 22.274 9.109
570.079 -52.837 5.714 -19.182
811.246 534.805 6.359 15.901
353.366 -813.302 -11.880 23.255
-571.806 398.628 -6.764 5.371
-70.911 262.963 13.309 -2.548
192.324 450.696 8.741 -13.527
-267.710 58.283 3.059 14.494
951.755 13.320 -1.397 13.046
960.482 -827.329 18.863 19.293
707.476 8.878 10.194 1.521
195.576 932.572 -0.224 15.594
331.200 720.487 -4.034 -18.493
-16.550 -629.003 3.959 -20.606
821.693 -491.995 -9.132 -11.150
566.287 757.079 -21.656 12.951
-229.601 77.864 0.997 -6.728
250.536 -205.588 -12.435 -1.050
803.290 910.366 -24.529 -0.028
842.938 9.888 -9.434 4.353
-269.624 461.260 10.861 17.846
832.257 -407.222 22.240 16.349
100.783 -475.693 -19.802 -8.323
-718.614 -658.326 -20.372 1.295
419.538 224.989 19.567 -8.248
-980.599 -714.725 15.702 20.567
-804.359 646.938 -4.461 -24.036
-343.173 444.193 5.318 9.680
-94.548 -352.858 2.526 -6.557
239.920 -9.372 -15.208 -16.482
514.935 -400.407 0.194 19.908
-58.733 192.886 -3.797 -15.980
-582.125 -369.230 0.772 -14.068
-83.954 -341.036 -18.501 2.792
-694.097 81.524 3.757 -0.932
-474.283 -637.018 -16.252 10.779
10.124 450.960 -20.778 -18.749
-558.412 -439.461 -10.231 23.913
160.133 598.520 18.821 -22.465
-208.594 -399.052 -13.445 5.232
231.718 493.084 16.164 -21.306
-847.952 906.523 6.486 -13.551
-11.952 -590.283 10.517 12.844
-227.301 770.611 -1.377 19.571
221.571 113.814 -24.178 16.579
674.353 -376.386 15.492 -4.138
-777.866 372.524 -1.603 0.338
973.472 398.090 -19.429 5.130
-108.826 869.376 8.824 1.081
775.900 -387.595 12.529 -5.901
22.122 -78.147 -18.057 19.871
-307.536 222.648 14.441 22.851
-663.538 610.511 14.430 -24.730
-765.875 196.876 -3.867 -13.594
-430.600 781.187 11.745 -11.428
179.277 692.620 18.702 -23.239
561.996 101.016 2.842 8.447
713.421 -385.154 -22.454 -6.611
536.699 -620.443 -11.741 -19.271
602.204 -891.992 -21.420 23.467
718.519 720.393 23.737 23.816
-82.731 -205.218 -14.777 12.167
-424.031 878.704 -24.261 18.881
571.323 777.603 20.642 3.333
-121.380 -60.630 -13.220 -10.199
554.217 -426.940 8.190 2.273
-47.383 857.948 8.002 -11.129
965.956 463.278 -12.663 17.112
183.671 -557.032 15.928 -22.477
237.751 -953.977 14.690 20.343
924.726 617.149 14.224 12.401
394.753 394.662 -9.266 -18.166
-665.968 100.586 -3.365 22.206
673.646 -807.002 -0.521 -9.343
-949.054 -700.757 4.527 -24.577
762.521 674.571 17.534 -1.345
-882.460 338.495 1.178 8.882
384.518 -365.260 4.225 7.731
-748.111 -262.026 -4.868 16.166
-867.364 434.664 23.000 -13.333
-464.751 -214.572 -16.127 -19.778
-21.574 334.081 -4.121 0.734
633.324 -983.758 1.157 9.896
690.813 -252.349 -16.449 20.209
-913.854 389.168 4.091 11.767
-976.092 -667.347 -5.502 -18.105
70.628 585.203 23.061 5.082
19.867 842.453 16.748 13.878
-372.119 -975.152 19.100 15.158
358.929 -400.831 -9.108 -0.194
-384.589 681.955 -15.298 -17.344
-570.394 -269.865 -22.136 -12.106
-880.696 278.221 24.660 -21.420
610.874 -233.674 -14.525 -7.962
-648.471 -658.553 22.119 9.285
-816.100 554.697 -1.837 -4.705
579.545 -309.476 -14.548 -1.538
289.693 53.769 23.268 22.628
-264.276 -681.176 -19.717 4.133
48.959 -674.095 17.027 4.207
604.126 667.498 7.787 5.375
-566.176 730.483 22.413 -5.366
-928.070 781.266 -21.081 -18.604
335.963 83.261 1.690 -2.112
773.784 485.700 21.350 1.587
-460.531 784.706 -0.785 6.880
-896.470 179.909 -13.987 3.812
505.814 -878.396 -16.981 2.748
789.102 632.227 -16.877 -19.427
362.710 -778.560 0.207 10.866
-997.294 165.027 17.262 8.467
-751.713 -241.918 -18.646 -24.448
-756.218 -891.844 2.139 -5.419
892.863 -945.870 -23.539 24.910
234.038 -501.035 3.722 -6.504
-379.432 469.634 21.245 -14.758
101.861 -825.270 -9.185 -13.386
-603.831 640.875 22.480 -15.028
-194.098 589.682 18.439 1.355
-652.237 991.720 1.907 -10.211
-900.124 -838.190 9.370 24.818
-784.061 433.239 24.728 11.249
932.204 138.014 -20.254 -11.181
-392.352 -960.379 -0.939 17.738
-785.650 595.039 -20.648 -9.737
235.914 -926.709 0.235 -23.955
662.973 -253.062 2.400 -24.732
-261.342 -827.734 -9.943 -4.037
-665.925 977.077 -4.218 -11.250
410.316 -179.595 25.000 8.563
958.419 -810.178 22.382 -10.848
-770.557 -142.265 -18.111 -13.905
-547.226 -550.343 1.358 17.217
-477.052 -936.294 18.263 -20.352
-189.356 -173.492 -20.084 13.733
-1.226 -201.062 -15.304 8.321
-223.985 219.108 22.072 -20.342
-960.487 882.856 13.221 24.948
-927.322 424.144 -10.900 -17.447
-718.120 -160.425 -6.352 -6.634
289.232 800.226 -14.416 20.304
863.932 -846.154 24.953 -8.136
-19.646 -805.243 -19.403 24.478
-6.305 -388.287 7.799 19.243
830.821 194.841 23.901 21.758
77.697 484.893 21.707 3.759
-90.962 -567.736 11.312 4.773
271.839 -801.590 23.139 -10.973
998.636 -651.086 -15.669 21.564
-497.240 -628.650 -11.571 12.078
-433.893 -238.980 11.556 13.995
372.733 -225.782 8.238 5.089
969.059 285.554 1.847 1.169
-229.553 -57.848 -20.072 16.987
374.416 649.627 -3.240 -8.844
848.037 -204.026 5.183 21.167
144.888 580.576 17.731 16.191
951.926 -753.617 3.269 -12.049
7.403 -406.998 -23.054 -15.497
367.220 407.348 14.592 8.407
-307.099 -342.424 -15.424 11.584
599.728 -419.835 3.571 -0.646
-770.208 -986.765 15.510 -23.054
-190.791 -172.275 23.113 23.852
-591.699 633.742 15.044 -15.994
880.125 -267.495 -3.043 -2.812
325.507 -43.904 6.692 -7.682
-636.556 -148.647 -24.275 1.409
508.930 -587.960 -12.008 2.716
-7.795 662.527 -22.930 5.550
675.762 703.201 7.496 -12.876
-469.074 224.327 -14.023 -1.519
-141.931 -959.189 7.486 -6.545
-226.684 -822.285 15.643 -22.529
133.811 -106.614 -5.211 12.431
744.739 -179.443 -11.160 6.342
232.597 73.294 -15.942 -19.380
-264.179 -554.870 11.170 -14.710
-851.669 -253.377 -2.586 -8.019
970.950 335.621 15.462 -4.275
376.432 -82.062 14.180 -21.256
95.653 192.934 -18.786 -19.263
-913.680 40.123 18.168 20.776
860.680 -719.680 2.118 2.332
353.614 447.056 7.952 -22.764
892.185 -235.124 -12.475 -23.987
511.499 397.572 -7.006 12.061
-266.807 -661.742 -17.213 -22.259
256.196 878.680 -18.516 -16.204
71.615 -492.054 -10.467 3.948
548.069 -691.967 -0.275 10.219
-411.647 -926.277 -12.449 23.549
520.779 820.102 -24.215 10.324
-415.022 -467.579 11.337 -22.588
929.993 -826.746 14.473 -8.420
-488.488 890.393 -5.680 19.193
769.074 32.184 -22.011 -3.983
540.130 -299.128 24.966 2.205
8.905 -12.383 -12.576 14.931
61.340 -1.029 13.481 -10.447
-180.927 570.629 24.877 10.101
-896.950 448.564 12.513 -24.174
621.818 79.453 -7.594 -21.667
-30.153 469.038 22.526 -6.527
-498.778 -979.403 14.490 -23.966
-278.531 578.232 3.239 18.259
-434.151 626.496 8.191 15.680
-374.533 -133.141 -19.767 11.114
-562.512 -795.609 -3.785 -11.487
652.954 -650.881 -10.660 6.869
428.573 269.810 10.203 -15.040
-261.152 309.142 3.433 6.002
329.739 -283.052 7.036 -23.720
-704.820 -589.030 19.540 -3.474
-962.533 109.215 -12.795 -8.427
976.074 -302.475 -22.313 -14.661
-98.084 -43.933 -1.147 -11.128
305.186 527.682 20.741 -6.656
-202.508 237.746 3.304 13.408
-453.112 -730.482 -5.590 21.916
-13.534 -942.171 23.196 7.041
-531.200 709.416 -21.433 -12.343
-181.369 -369.107 4.230 -5.132
328.418 276.676 5.207 -19.242
-767.257 -837.633 -5.370 13.448
690.049 -385.152 -18.208 -12.811
852.594 403.866 -24.403 -15.013
673.384 -199.711 -18.097 -8.504
-141.881 -796.058 23.537 8.173
913.358 -915.828 20.830 -6.700
-284.935 2.386 13.167 -23.913
-720.938 -265.040 -18.155 -12.205
-102.674 59.023 -23.757 -10.316
673.871 -678.577 1.873 13.162
725.289 98.797 23.149 9.967
899.086 -797.946 -23.537 -6.070
-594.003 -999.978 -22.897 -17.016
-915.806 917.308 1.284 -5.019
-80.306 -421.963 -3.931 4.969
312.997 116.561 17.764 -19.742
-824.417 760.297 -5.058 21.236
-918.280 872.615 9.398 20.175
-28.588 301.866 5.142 -3.238
503.920 264.208 15.693 22.748
264.230 711.825 -19.268 8.711
629.133 280.616 -21.308 -11.279
858.653 -9.574 18.690 4.291
-893.014 458.146 9.549 -17.936
218.443 -820.328 -21.699 7.504
-947.713 507.943 2.679 0.592
-190.191 -687.144 22.355 -17.157
577.064 521.899 -19.409 -3.968
233.724 -547.082 -20.257 -3.429
733.533 -662.600 10.292 14.805
327.826 159.268 -5.904 10.870
-382.586 -854.191 17.935 20.896
-674.519 849.406 3.401 -15.556
357.349 -756.805 10.037 -20.821
-443.949 295.664 -12.978 -21.672
-182.437 -295.467 -0.640 -23.718
157.451 164.126 -2.146 -2.725
501.527 -674.172 -12.921 -4.266
485.097 247.006 -18.396 -22.437
392.816 981.546 23.459 17.957
830.951 74.390 -22.598 4.708
317.585 497.533 8.886 21.841
-206.803 836.346 -24.831 15.269
-459.121 -18.839 16.551 17.458
-854.713 -423.808 -10.267 16.170
-97.980 72.484 -13.096 -15.322
-680.509 -259.670 -12.759 17.808
-278.124 -572.003 10.765 -11.179
502.387 526.668 18.528 -4.501
24.201 96.585 -7.660 20.435
-67.069 -299.640 10.704 11.845
681.521 90.206 4.303 20.670
666.398 761.454 11.841 -10.790
-166.062 949.787 -1.112 3.836
-309.882 445.163 -3.357 10.300
873.160 -703.663 24.121 9.389
823.005 705.947 -20.112 -3.820
-197.468 -110.871 -8.385 18.387
589.489 -907.238 5.232 6.775
182.968 -618.587 2.445 -3.766
-857.133 -428.561 10.445 -0.580
-478.773 -626.680 -21.744 5.284
818.484 -4.033 -9.417 17.291
292.305 -411.842 1.680 2.883
-705.895 262.712 24.063 2.416
-848.159 -372.880 -4.197 18.533
-280.118 -958.626 0.308 22.571
-577.213 -889.842 -6.195 -10.859
-318.403 -829.999 13.561 5.071
-456.679 672.691 -14.646 -15.955
-331.342 37.506 -23.664 24.024
625.664 120.640 1.907 22.994
-616.648 38.789 0.410 -11.620
665.909 848.508 -18.087 -15.355
889.882 288.862 -17.784 -17.183
399.020 40.859 -3.042 -22.985
210.860 -579.218 7.086 18.855
-906.527 697.609 -22.100 -5.947
-264.884 -830.564 -6.923 -15.981
290.076 799.367 -17.986 16.836
-161.843 296.956 -19.784 -12.398
145.464 -514.857 -2.754 0.884
774.005 178.500 8.700 4.326
-780.641 -773.660 6.341 10.755
-352.878 -462.918 4.610 -6.485
-765.308 300.387 12.568 -0.755
469.823 -774.179 8.265 -6.003
-974.812 611.137 -14.167 -3.416
-91.907 -358.053 9.185 -23.661
127.090 -742.731 2.223 -2.473
435.769 -563.079 -23.147 16.378
-336.739 327.761 2.134 7.760
864.843 -730.253 -23.726 -22.512
570.135 553.704 1.734 0.999
779.524 -600.070 19.996 20.118
-988.933 -766.817 -8.299 -2.021
-124.870 -964.532 -0.682 -24.945
-707.264 -938.378 -2.417 18.213
-501.457 -22.567 9.591 4.045
-694.806 -531.021 -13.195 -20.749
-261.274 -476.836 -18.261 -17.278
-923.133 338.914 8.720 21.410
738.844 148.676 16.528 18.748
381.859 -670.840 -8.273 -18.575
-635.372 641.787 -18.520 -8.566
703.409 162.524 -15.353 -19.951
-860.043 769.501 9.094 -13.871
-761.520 835.941 -9.620 -0.570
-640.895 -115.240 7.152 -14.101
-776.325 -365.114 -17.691 24.063
783.562 953.468 17.811 4.136
-717.372 -618.500 10.560 -8.819
-976.713 681.619 7.616 18.167
-155.857 690.489 23.216 -0.398
459.990 292.403 10.731 17.462
128.344 -955.561 -8.108 12.186
-70.801 961.743 23.086 3.822
-403.371 -784.214 2.885 -15.495
-830.747 -172.178 13.640 -13.703
209.322 -31.979 2.478 5.815
-350.360 -596.241 -1.017 12.345
-905.752 -112.047 -13.053 13.856
-819.644 907.134 6.318 7.717
951.573 928.385 -5.096 -2.981
890.128 -280.430 -24.159 -12.831
-64.644 149.039 -3.326 2.615
976.862 -587.441 13.912 4.655
380.580 -344.371 -14.530 -24.244
59.388 378.099 13.100 3.841
-733.948 -998.114 -7.303 -13.840
909.020 960.583 18.878 21.515
888.967 -448.743 -6.466 19.477
270.827 -224.987 -18.354 -19.845
924.052 132.799 7.770 22.523
545.358 -132.716 2.177 -1.852
522.913 505.891 -1.096 -10.442
-116.010 -519.839 18.398 3.751
-517.953 -556.189 14.911 -15.223
-595.606 351.558 -18.708 -17.666
902.815 -6.973 -23.189 4.341
768.039 -661.692 9.496 17.302
471.108 -309.382 14.825 0.412
557.902 -319.897 23.560 2.020
-814.006 -101.438 16.578 1.750
378.723 399.053 -19.499 21.519
842.864 816.476 -18.704 -18.819
168.035 -496.502 -11.485 1.771
496.525 -386.924 -18.888 6.614
-48.616 624.318 -1.084 -14.438
-685.065 -450.339 10.974 21.821
229.764 381.362 -1.159 10.394
-720.076 -383.233 -12.856 16.466
-984.180 -294.231 12.985 21.467
-477.754 771.255 -22.351 17.257
-725.247 -353.438 -5.972 19.282
259.637 5.622 0.896 -19.724
-370.060 992.498 -9.162 -1.378
-457.841 -927.530 -4.557 19.298
453.832 771.364 4.692 18.344
-611.869 673.425 9.810 -14.901
-620.806 -88.181 -18.434 -2.464
-316.926 -631.422 -10.207 -1.054
15.139 352.851 -6.772 -18.131
-641.527 764.947 -12.855 -0.290
757.445 119.311 23.332 -17.510
191.781 -249.000 -23.212 -8.860
-477.636 259.210 -15.516 -2.238
-67.365 771.771 7.861 7.796
-316.410 577.082 -19.668 9.167
945.659 -195.010 -16.888 -0.980
-842.160 53.597 5.889 -12.092
-181.456 721.373 12.618 -10.600
-159.316 438.014 -3.110 -24.188
-810.986 -52.880 -8.048 -7.216
-793.670 57.447 15.547 3.474
-170.782 -63.680 -13.730 12.820
-486.598 -335.938 -3.013 -13.523
469.052 203.964 10.496 15.672
-742.439 -344.565 -21.420 1.903
-623.192 647.931 16.302 5.437
85.946 -472.314 6.249 6.874
474.807 928.035 24.658 17.028
-14.518 608.212 -4.497 20.368
-455.469 270.894 8.188 1.448
934.956 -793.019 12.925 10.100
410.945 -63.146 0.773 16.713
592.288 174.106 -6.385 24.227
-177.963 -603.295 4.665 22.700
-75.608 -563.455 4.574 -15.020
-635.419 169.280 -22.992 8.752
-222.508 -99.565 4.119 8.051
-828.671 -507.728 -15.501 -22.343
-300.747 896.950 12.757 -22.245
-166.196 -458.807 19.468 -14.348
715.298 -476.683 -15.120 -11.567
-79.978 581.777 -13.867 21.110
-981.678 628.261 -18.910 -15.427
-202.459 -676.054 18.324 14.376
224.381 -102.270 -2.574 9.893
390.002 277.013 12.550 -22.769
173.963 12.287 -20.014 -24.806
553.480 978.158 -14.154 6.719
-498.525 -170.952 20.153 10.537
-589.175 -748.567 6.648 -14.271
879.693 509.522 -4.699 -8.069
833.469 -454.982 -18.693 1.446
10 721
149.324 -546.440 42.637
-573.663 955.555 47.100
600.301 -32.158 57.073
608.068 -478.677 55.981
-958.073 790.101 81.055
-129.024 596.215 52.129
281.801 847.648 15.425
710.948 727.341 90.901
-477.001 -595.425 82.574
68.017 -343.157 35.467
-489.236 806.167 3.572 8.588
-767.496 98.455 -18.362 20.820
-933.703 386.976 11.022 -10.310
-513.408 482.800 -15.557 -22.808
-646.224 973.936 2.757 15.889
821.584 398.769 8.663 13.723
196.789 869.524 23.838 -4.293
-62.459 -389.656 12.940 11.208
-583.489 -339.482 -5.205 -8.775
758.973 57.338 -12.954 20.632
-555.687 922.693 -14.678 -1.727
405.493 -209.389 0.465 18.982
-235.453 -871.141 9.871 -10.347
527.628 -258.629 -21.624 -6.890
-389.105 -911.442 13.817 13.711
-301.098 70.314 -0.081 2.885
730.832 788.561 19.111 12.245
-154.101 -753.751 7.877 7.255
-831.058 727.965 -19.472 14.361
-481.424 239.706 8.343 7.078
368.564 -271.450 21.731 -2.595
469.921 -995.688 15.515 -22.980
-907.130 173.305 15.731 -5.206
-756.382 -374.006 22.680 24.361
-585.445 671.614 11.606 6.511
917.863 -220.670 -11.233 -22.830
-492.706 -228.217 16.531 0.647
-988.511 -5.056 -17.275 9.501
723.494 -821.753 -18.094 4.835
-817.441 896.854 6.856 -18.114
70.159 -96.518 1.680 7.844
529.476 -25.614 7.206 23.601
-354.000 -247.518 5.112 -10.903
531.812 755.150 -8.733 -24.022
-473.066 -688.093 1.624 -11.539
306.850 373.968 22.962 0.759
552.215 -805.280 -19.406 18.369
-908.426 497.989 -24.745 4.043
-598.529 77.404 -13.112 23.274
-948.210 763.737 21.874 -7.555
-483.781 79.463 6.541 -23.799
-165.387 912.319 -22.822 9.039
-775.775 152.112 22.499 13.277
-473.919 818.444 -10.965 -23.043
-986.836 -214.822 20.327 -22.382
-716.833 823.273 6.662 -7.884
-99.323 741.980 -9.610 -1.188
505.717 -509.436 16.256 -24.452
570.027 -88.092 -23.251 -14.884
-175.773 -842.897 19.155 1.211
309.216 666.157 -10.512 20.882
484.601 140.948 22.840 12.444
926.126 726.663 15.063 -19.768
549.936 -131.026 -2.652 -13.735
-389.046 509.518 10.077 -22.083
-999.918 53.335 -21.535 14.253
965.243 -791.426 24.369 -5.263
-634.323 740.937 20.948 16.872
407.094 -582.551 12.755 -2.708
558.397 423.782 -15.264 12.113
150.444 991.963 17.345 -7.490
-139.063 -412.251 3.775 11.797
-902.733 -445.928 14.714 -22.566
607.407 727.170 16.686 14.316
935.743 642.207 -15.947 -17.464
383.144 -799.959 24.408 -5.244
-382.510 486.502 17.048 -20.603
-89.716 -928.608 16.510 -23.482
-936.645 354.228 -5.972 -1.893
941.977 912.101 -15.095 -24.019
-533.827 984.747 -21.585 -23.160
711.917 804.050 16.156 16.191
446.256 -991.651 23.727 -4.265
-791.610 925.393 15.491 -4.353
411.896 301.570 0.044 -16.946
372.962 -337.821 -15.427 10.908
-983.594 144.017 -15.985 23.960
56.118 -243.205 24.941 13.057
-258.458 -865.781 14.897 -13.664
938.269 242.102 -22.472 9.613
250.451 -949.801 -19.652 11.471
975.592 833.562 -17.882 9.687
135.132 286.490 17.742 -12.298
948.669 -907.424 23.610 24.127
236.593 -694.978 23.086 -17.682
61.816 921.085 20.375 20.084
-944.696 410.875 -18.580 24.839
-347.023 -642.065 9.452 22.586
-591.866 592.022 9.057 -15.407
425.585 646.992 19.280 -10.982
-66.518 480.882 1.720 -2.946
573.459 13.222 -3.819 -4.749
318.244 -229.316 2.569 -15.498
-308.231 -82.233 -20.415 -6.323
-671.359 -559.765 -6.484 -0.460
-201.830 -881.257 -2.874 5.158
710.766 -752.684 14.751 3.409
894.307 361.245 17.427 -4.305
-157.873 -234.122 17.748 -14.610
779.100 -442.835 5.641 2.434
327.848 -671.598 11.935 -24.510
246.169 660.822 -5.833 14.370
-898.943 507.336 -11.089 -2.519
626.079 441.474 -22.362 8.421
688.790 695.561 -13.170 14.577
56.805 -829.737 -14.728 22.473
-63.859 -879.175 -17.137 -7.119
-322.010 540.156 20.315 -24.854
868.558 289.989 -24.364 2.868
-49.189 -207.855 -7.762 1.297
-700.519 245.965 23.777 23.139
-312.561 -943.374 6.560 -15.594
