10 903
-959.955 -357.299 37.938
-619.713 730.091 40.902
-45.631 -519.169 57.183
-816.947 654.768 44.975
241.737 288.761 87.389
-847.853 -835.361 46.773
376.109 87.925 80.395
1.814 -728.441 65.322
-757.890 708.243 59.771
533.609 -341.535 94.796
622.309 -591.934 -17.932 12.934
999.350 681.163 11.879 12.605
62.877 448.400 -23.378 -15.171
299.979 787.689 0.278 19.503
159.834 562.530 10.274 -21.013
-806.217 808.512 -6.037 18.203
-236.165 986.798 3.582 -17.689
-921.239 -978.284 22.574 17.527
-570.218 -814.298 5.460 -14.272
866.865 -306.410 23.334 -1.756
-858.011 998.230 8.073 11.049
785.919 -665.972 5.553 -1.356
896.558 -366.950 2.631 -22.741
-558.438 863.745 20.462 5.135
850.542 -38.266 12.446 23.233
-16.550 400.819 15.759 10.331
586.521 -151.214 21.059 11.335
542.375 775.705 -15.422 17.109
773.936 706.044 3.158 13.996
-959.929 -651.563 -12.360 23.416
-18.513 610.846 -24.326 10.576
474.591 845.443 -9.289 8.128
-192.823 -873.700 6.361 19.766
527.119 -115.190 5.096 2.841
733.595 46.224 -10.824 6.899
-178.070 -49.844 -0.992 -10.103
-343.800 -913.332 -21.107 -7.593
-564.895 -338.672 -9.177 10.415
-727.826 -340.130 -4.009 18.669
-494.686 468.085 1.797 7.812
594.384 -673.665 2.578 3.038
211.145 -693.022 -19.121 -1.381
353.202 -197.830 -19.482 -20.622
752.326 181.047 -5.725 -14.787
267.715 -73.283 2.620 17.571
588.045 737.698 2.985 21.505
-602.432 959.051 15.175 -2.428
427.136 -321.118 -19.616 0.538
5.218 318.491 -21.424 -19.591
625.468 -621.834 4.028 -0.533
180.335 381.815 3.845 -1.683
-437.138 924.799 8.530 20.764
-148.483 -554.015 13.335 -14.011
-816.317 -347.192 -17.505 -10.469
-388.141 906.764 12.103 -24.025
-414.353 699.505 1.513 14.772
17.996 203.538 20.181 -8.913
581.704 -31.669 15.553 -5.949
-649.855 -224.063 17.368 -2.175
-299.263 35.888 -6.410 13.806
481.873 -723.020 24.795 16.639
-70.212 -708.405 -18.830 13.541
-801.641 730.939 14.516 -5.400
430.444 -358.841 -15.628 -13.789
844.697 -817.902 2.298 10.660
150.429 -285.961 -20.289 12.514
489.976 883.141 -14.660 -20.232
-80.971 157.165 18.574 -14.977
434.145 734.781 -23.339 -15.902
-973.624 -686.737 22.640 -19.382
-955.798 486.223 0.219 11.866
-872.618 383.613 23.077 24.302
565.711 14.990 9.962 -7.097
729.029 586.920 -19.582 5.475
470.061 -369.705 10.243 -15.273
787.460 152.684 -5.250 5.540
-112.535 -143.552 14.638 -2.154
169.712 491.117 3.464 5.348
-22.660 -852.682 -7.786 2.618
530.931 -388.354 1.920 2.416
626.637 -524.719 20.320 8.892
-937.799 -970.505 -10.633 13.307
-340.210 984.389 23.034 -13.819
137.073 -288.657 16.721 -24.387
567.791 254.391 -1.541 -6.562
-254.492 -923.045 23.785 18.071
-775.726 -360.023 -4.311 18.880
251.623 904.371 -3.704 -3.044
-620.348 -335.372 -19.152 -13.954
-305.877 -191.404 24.353 8.848
-207.015 895.466 20.029 23.251
-393.192 470.017 23.865 -20.635
-275.592 -107.026 -2.197 11.748
-30.071 -136.482 4.819 4.855
503.494 -979.665 -1.265 -6.122
924.706 801.255 15.834 -17.391
-534.118 867.302 -6.345 4.000
-324.103 -279.676 -12.152 11.722
-384.210 -684.918 9.973 5.565
785.099 353.535 9.930 -12.262
-753.491 -690.702 24.486 5.411
172.816 172.188 -14.734 -8.092
192.522 360.049 10.786 2.931
161.304 64.804 10.540 15.680
-67.895 -832.204 -5.320 15.200
-111.880 301.110 1.922 12.598
616.192 -524.176 -6.837 10.032
829.359 -876.295 22.770 -23.103
-566.997 890.221 7.308 15.145
62.408 702.947 -17.947 -18.627
62.996 713.556 9.304 -19.393
-221.641 -206.255 21.287 17.762
-38.459 -361.322 7.962 21.242
939.788 -604.648 8.839 13.899
-128.824 -919.921 -1.068 -7.487
-796.216 -131.932 -5.590 -9.080
-241.711 -931.291 -18.935 20.517
771.656 -475.266 -23.109 -4.134
-761.711 447.787 1.474 0.416
-758.468 -89.562 -6.822 5.077
549.115 -954.420 1.318 12.223
-559.068 -593.694 1.122 7.803
-513.615 -997.847 -24.684 -7.746
-129.778 -210.954 8.174 15.713
-142.245 569.560 11.230 -9.265
-905.707 524.836 11.602 -16.685
-27.378 -476.985 8.731 5.354
433.452 -923.655 -14.569 -0.436
-878.074 469.963 -13.213 -10.929
876.269 516.354 21.874 -15.934
518.507 887.609 1.321 -15.282
-323.344 -620.223 -24.569 13.360
949.337 466.447 -20.904 -23.909
-8.717 627.884 -15.595 24.098
-849.101 725.445 4.451 14.609
801.790 595.288 -10.827 23.093
65.250 38.390 -12.836 -1.462
-445.256 -638.461 7.604 -23.169
-750.851 -643.005 -13.451 -1.855
-263.227 -520.781 -13.495 -7.847
945.666 -375.964 -6.756 -1.576
-748.080 105.954 -2.479 -14.930
-168.601 -921.086 24.679 -9.170
674.201 -445.910 -11.077 -6.514
592.479 43.478 17.024 -21.319
405.018 -14.857 -19.488 16.354
342.139 -317.547 -10.501 -23.027
161.672 40.186 -5.874 2.683
664.222 494.762 -23.893 22.904
-399.284 -54.859 -17.026 10.803
10 235
-506.315 -264.481 92.755
165.337 197.901 54.598
553.593 -681.613 80.545
610.268 448.394 90.970
-142.493 -148.382 10.247
-384.109 -188.728 55.301
-826.094 -85.831 34.478
-807.942 -299.452 57.136
-922.986 748.804 87.697
-343.739 424.107 99.694
124.182 917.792 -7.265 -1.018
83.129 907.299 -24.219 -9.082
-774.314 622.150 -18.825 16.852
421.557 104.497 -11.858 15.162
720.388 336.969 -7.687 22.357
-748.862 362.057 -22.841 -1.208
-515.223 -836.634 -7.488 -19.532
-180.373 -875.403 -20.185 23.595
-957.612 -98.009 -2.423 3.138
-190.710 -65.660 19.056 0.874
-443.510 -990.770 -7.274 24.451
113.727 234.754 14.613 -4.147
-428.277 -722.965 -6.790 -4.428
639.092 -185.238 19.364 -21.903
-21.872 -524.962 -16.435 19.944
-400.365 -464.825 18.539 -8.949
437.165 -355.345 19.189 -18.839
578.995 529.780 7.036 -21.613
539.011 990.488 -22.162 -8.682
225.242 698.066 12.171 19.924
975.101 -784.737 -9.504 15.355
30.025 -605.626 18.452 -24.796
-130.589 -919.357 20.148 11.726
-384.182 547.473 -22.223 -23.675
-807.872 878.609 -17.514 19.278
408.389 580.870 22.665 -1.315
571.358 -979.860 15.003 -5.085
718.206 86.991 -10.161 17.333
302.255 213.391 7.687 -16.693
607.764 45.561 -16.489 -13.071
126.204 -853.658 23.656 18.551
693.814 -942.710 19.875 22.149
935.899 -905.556 16.427 8.607
675.314 563.673 -17.708 6.167
583.813 891.826 -23.918 7.550
-21.182 -363.162 -0.117 -17.973
850.229 -697.174 -9.666 11.450
348.387 -46.214 23.379 -13.135
100.127 881.389 -19.585 -5.151
938.679 -988.381 -8.003 21.864
-893.937 -663.051 5.472 19.534
900.622 510.555 0.701 12.111
402.381 71.323 -5.339 -15.470
708.161 781.781 -8.443 13.960
-915.393 275.624 0.410 10.825
-770.590 -48.449 22.690 8.238
-167.060 -875.800 -21.913 -5.710
-864.181 -196.638 -8.845 -18.953
140.311 865.065 -24.419 1.023
375.620 51.309 -11.866 -5.550
-877.367 311.822 3.980 20.770
93.603 821.472 9.730 4.455
97.096 -594.433 -9.720 8.163
357.118 -481.209 -8.599 -20.249
-357.009 -220.478 -0.958 -5.530
582.885 607.876 0.517 -6.920
472.941 43.951 19.103 -3.786
-904.740 -710.504 15.664 -19.553
601.317 -214.238 -23.783 -7.627
-392.766 437.871 21.828 17.608
843.438 -515.665 0.771 5.014
3.126 686.880 9.765 16.153
-533.598 -647.708 -14.377 -23.768
960.168 445.618 -5.688 10.828
-510.431 -463.390 -17.958 -10.379
-173.894 908.230 -4.932 -14.314
-306.008 -148.590 3.059 7.531
-710.719 -4.526 0.139 -21.682
479.808 -963.608 8.332 -12.927
723.272 -276.111 -21.774 -20.258
76.181 -446.022 -19.026 0.909
999.596 11.443 -13.264 -12.771
548.053 -248.874 1.850 -15.646
-340.643 876.717 -4.960 8.834
-271.873 923.925 -8.636 0.435
-80.601 660.131 3.753 -15.020
696.524 -516.598 -2.946 10.495
207.292 11.193 15.237 -17.913
565.170 848.432 7.996 14.119
-140.125 789.280 -23.652 -14.802
-459.594 127.926 -5.448 4.994
4.644 583.669 -11.172 18.319
507.595 207.687 -6.246 -14.325
-132.182 900.307 -4.345 -10.891
-616.291 708.343 24.603 14.775
-280.465 593.608 21.862 -17.882
442.039 194.296 21.237 -17.452
-16.425 903.403 -7.254 13.100
31.329 491.930 -6.906 -24.101
75.600 276.856 19.219 -10.420
-515.458 -481.077 0.255 8.809
-580.770 836.389 22.918 -4.927
544.732 900.838 -15.152 -18.393
494.446 -731.587 -11.276 -1.588
462.709 -601.555 5.960 -13.843
-698.152 948.243 24.257 8.329
440.173 -305.991 9.229 -12.106
970.865 137.894 2.474 -13.615
656.816 -890.844 20.194 -23.099
945.546 724.468 -3.025 12.257
625.307 272.924 18.864 2.994
541.337 -696.482 -23.594 0.101
-298.037 294.638 11.258 0.095
242.881 420.596 -16.575 -7.924
-885.395 706.138 4.971 -22.863
-155.969 -702.204 -11.478 -12.479
-593.048 -651.355 -10.578 -16.188
-926.887 455.878 21.069 17.460
-271.197 597.321 -4.546 -18.247
900.839 -125.590 6.855 -9.930
-830.951 -275.484 15.165 10.298
-854.888 943.600 -22.625 -18.507
649.738 293.812 -16.370 -12.656
591.608 -113.936 -0.135 24.964
234.709 571.511 -16.224 7.696
27.390 -806.166 0.156 18.905
791.156 824.413 -24.342 17.300
-301.176 300.518 -17.630 -3.303
-974.966 901.409 -18.005 -20.746
845.010 -625.213 -14.253 12.369
668.599 -224.951 24.713 6.505
661.113 -16.864 6.469 -2.604
-445.353 609.826 -19.909 14.551
803.660 209.885 8.456 14.870
34.298 364.561 7.170 18.328
-334.921 581.607 -9.975 -7.747
483.017 -119.203 -3.494 8.201
255.583 290.120 -4.431 -1.895
-934.831 -188.707 -20.390 18.157
794.429 443.157 -9.447 -16.273
52.982 -174.253 23.278 -3.584
-964.368 269.343 -13.714 1.748
-366.096 738.269 -4.924 7.475
319.876 404.046 24.727 -4.928
-715.158 -150.645 -21.727 13.511
-860.525 -46.305 -13.385 -19.884
764.989 -351.003 23.273 13.985
-907.846 -446.970 22.712 3.628
378.778 839.607 -24.956 10.360
108.950 -546.764 -12.892 18.571
-808.495 287.391 1.046 12.785
-308.564 30.934 -17.143 -0.593
880.289 -554.805 -12.082 -24.506
398.891 -18.688 -19.390 4.097
630.309 -844.665 -6.918 18.062
-291.634 -368.209 -3.310 -22.821
-528.602 -130.623 12.539 14.509
322.613 985.892 8.080 12.853
273.282 -634.961 0.638 24.118
395.973 339.775 -1.475 6.907
784.970 457.702 7.401 4.597
-560.986 520.435 -16.306 -23.267
675.770 71.037 19.795 -15.397
702.828 -340.615 -13.218 -20.644
528.762 972.831 18.864 -3.716
958.723 77.777 -15.863 5.800
442.816 390.995 4.918 -4.030
-269.230 -862.279 -22.124 -12.107
595.423 411.077 17.490 -24.139
-68.488 -952.659 -22.406 -9.818
118.378 895.548 -0.215 -4.470
-445.067 462.698 -0.114 -22.908
435.529 -249.992 -1.623 9.856
827.784 300.566 -9.344 6.765
-308.440 822.980 -22.265 10.558
960.702 -775.560 23.452 13.903
635.517 637.671 14.764 -10.824
685.011 694.323 4.358 -4.915
589.871 -834.270 15.615 -21.380
628.428 -379.971 -19.288 1.599
370.037 163.570 -13.545 4.946
-535.864 84.465 -13.289 3.892
-92.555 -422.189 -10.549 -3.296
-197.750 -483.904 -14.393 -14.056
-846.233 -985.166 0.120 20.969
709.158 -820.892 -8.946 7.476
-655.162 -733.237 11.096 24.332
-113.207 672.332 0.931 -18.579
-164.098 495.431 11.366 7.501
-420.105 923.073 -13.607 12.184
-499.116 33.760 -16.113 7.578
549.856 -220.240 18.523 17.591
-205.406 -254.303 13.560 -12.406
-75.195 -815.432 20.070 6.741
-548.669 246.613 6.073 8.453
-81.055 -719.869 14.874 18.871
775.562 49.605 1.372 -16.114
-27.322 510.618 21.070 11.839
-455.622 -801.714 -5.583 -22.644
-21.954 -482.404 19.946 19.316
263.293 340.256 -18.090 -20.298
524.824 -920.828 11.444 24.404
325.785 -299.350 7.857 -18.882
-19.219 -90.768 24.989 -6.091
958.837 54.461 2.795 -1.712
-434.921 -45.402 -14.873 2.736
152.884 181.771 5.092 -21.727
699.367 1.546 22.589 -0.933
-658.198 -820.040 3.769 21.666
-740.868 -391.499 21.070 14.623
309.151 157.060 20.741 -17.752
-933.708 829.223 1.157 -24.372
-116.316 -841.924 -1.084 11.219
112.674 361.719 -11.045 -18.361
-456.510 761.910 -15.088 -18.929
-236.544 -699.944 5.138 2.631
-519.984 -643.722 -0.703 -6.521
-35.222 -185.334 -16.898 -18.152
971.726 -846.288 -10.903 -24.050
982.935 610.137 -23.421 -3.335
768.213 19.791 -17.115 -2.978
-618.489 -126.399 3.661 -1.875
-364.489 542.931 4.196 9.974
842.986 -626.623 -12.394 -16.925
-270.345 476.111 1.554 17.361
-709.223 386.216 24.209 -18.437
539.928 -467.776 -17.487 13.072
-857.639 -636.332 -15.263 22.764
383.459 -295.135 -5.213 19.124
578.466 937.905 -7.751 -19.651
480.836 857.830 15.324 8.096
-768.793 -882.828 16.171 -0.978
593.283 -291.025 -8.618 22.101
-904.809 -376.344 -21.336 15.878
155.881 -552.916 3.950 7.456
-189.248 547.466 5.220 -20.145
-747.669 -999.722 23.980 20.770
938.183 -350.847 -23.881 10.475
-493.018 657.721 -6.429 -6.545
774.892 -610.334 17.476 9.204
98.642 -645.655 6.306 4.846
-21.999 398.797 -4.276 -21.653
845.881 986.935 10.803 -8.584
534.402 -359.060 -3.729 19.668
-358.782 -189.973 15.438 -10.515
10 923
203.612 -492.611 64.031
634.191 269.492 77.328
-299.323 -652.167 50.680
-696.241 559.889 26.729
556.378 793.275 89.467
676.131 -541.689 37.562
-9.941 -661.870 89.129
76.175 -395.103 39.292
668.893 65.913 99.744
-349.144 -623.987 48.684
-502.144 579.624 11.527 18.962
213.815 -269.444 7.126 22.862
78.389 -721.346 -19.544 -9.043
-206.771 774.629 -14.211 -10.936
450.760 -110.137 7.345 -13.980
227.993 56.390 12.925 20.822
822.229 185.886 -2.530 19.928
836.742 274.816 -6.230 -16.635
-145.560 -788.155 -22.673 -23.294
-57.599 378.128 24.569 -24.480
656.782 -799.001 -8.523 -13.750
975.628 90.619 0.314 10.660
980.482 -693.615 21.680 5.212
362.775 384.200 1.034 4.625
-429.913 940.168 -0.447 -14.829
214.984 732.892 -6.464 -23.264
944.738 -165.491 -21.558 -2.822
-787.363 -879.573 -2.302 21.735
-678.574 566.996 -17.014 -17.574
-342.385 332.005 18.086 -9.048
638.390 590.649 21.164 0.029
-25.151 -112.062 -20.346 13.623
-171.894 168.282 23.794 -23.923
-98.826 -306.809 -22.187 -3.852
527.700 -749.805 18.326 18.508
-629.378 -359.021 15.244 -7.699
-792.025 929.186 -0.272 -3.360
261.191 -287.456 12.592 -2.510
-696.807 350.260 22.519 6.951
-761.803 -913.082 -4.426 1.658
255.200 -225.258 2.735 -21.091
467.934 221.908 0.057 -0.109
472.103 -264.663 -6.601 21.068
376.316 -654.273 -11.631 14.607
-725.087 523.874 -13.753 13.403
-763.582 953.568 -14.108 -11.510
303.828 -663.566 20.441 13.551
-576.648 -359.370 -9.792 16.964
415.372 717.722 20.873 -2.917
-60.370 -162.788 21.973 -14.707
572.549 -385.090 -18.639 -1.278
-39.363 -210.769 -11.671 5.889
-686.896 -16.963 -5.709 -11.262
-63.394 207.341 2.228 -18.989
543.774 -93.215 19.561 24.178
547.415 -609.213 16.142 -0.930
-891.491 480.604 21.152 1.203
-682.184 725.033 11.497 22.259
-660.057 714.330 -4.019 7.515
-496.439 372.385 -11.597 -4.583
-644.578 307.786 9.155 7.301
-484.873 -544.680 13.312 -23.527
362.105 314.921 -24.349 -2.262
705.708 671.706 21.808 20.355
152.309 718.400 -3.441 11.753
443.433 -677.772 9.012 19.584
-963.442 -800.281 2.099 -11.497
572.104 620.089 8.920 23.188
-72.125 -277.028 5.489 11.075
178.292 -247.984 12.548 -11.490
-933.063 527.932 11.248 19.316
199.637 322.222 14.672 -16.201
40.622 -550.783 20.552 -12.899
-228.554 182.561 -18.314 -4.800
382.280 351.389 8.703 -1.140
-28.522 -295.092 -2.952 22.484
427.880 -898.535 8.559 -9.846
-146.518 -155.741 3.664 -1.990
-627.810 -403.516 -7.673 14.296
918.706 -720.074 23.094 -1.017
-270.857 745.846 11.085 12.515
-71.593 710.816 -17.285 -17.233
62.205 656.716 6.627 -24.158
-638.376 -853.017 23.326 19.738
-751.552 275.390 -15.108 2.548
-880.351 542.243 -24.441 -12.704
-861.273 -284.587 -23.408 -23.564
-4.662 987.441 0.419 18.112
733.287 -539.855 5.627 -8.458
-829.039 533.663 -0.690 5.829
190.379 -762.547 6.671 13.800
-615.564 199.884 8.538 -9.178
-524.726 737.181 18.370 -10.127
279.425 757.162 2.169 10.454
-527.425 150.430 11.890 11.698
137.871 -507.654 4.810 -3.221
-47.508 -582.535 13.321 3.086
951.128 -494.767 -16.085 3.538
-257.314 623.467 -7.662 3.178
-176.649 -964.985 19.000 7.466
772.196 494.820 22.339 1.291
251.982 -19.688 -13.256 18.114
-869.259 945.357 4.812 6.715
-562.297 -615.134 -21.506 9.755
-197.669 672.620 -12.159 -6.164
-822.147 -129.734 22.374 -1.987
-506.267 -411.525 -23.808 7.927
-376.510 807.667 -9.607 -15.108
302.486 -490.742 11.183 -11.138
489.570 917.078 -18.024 15.508
862.435 471.497 -2.777 -17.497
856.363 28.692 17.258 -8.533
-298.688 -796.020 10.304 -3.021
74.247 307.119 19.993 14.200
895.594 847.364 -2.873 -12.023
655.031 500.774 -2.131 -1.062
-989.968 -637.925 12.800 12.490
-720.847 791.012 2.998 -21.460
262.508 -991.164 -13.957 2.972
37.529 -867.941 19.439 18.471
-663.961 189.718 -9.550 10.257
-503.164 -582.290 -0.543 -15.189
-734.926 863.330 -2.212 23.003
364.104 826.283 -3.059 9.353
-811.642 -610.391 -3.157 -13.312
-819.380 993.651 -9.773 11.078
-997.513 50.825 -10.950 1.000
182.884 -660.436 -5.529 12.973
529.281 396.863 -1.770 -24.347
814.573 907.474 -14.536 -23.009
770.804 330.062 24.994 3.373
156.345 -122.624 -12.274 8.618
266.985 382.782 20.305 11.190
376.433 -578.686 -2.732 9.473
472.139 452.733 -14.527 -8.624
792.296 197.793 -20.651 8.039
-405.344 103.154 8.692 -14.769
10.628 766.243 -12.778 -5.464
96.305 -511.370 22.908 -18.684
366.006 -574.617 14.934 -9.175
808.165 409.567 -22.985 4.615
830.881 -28.671 -10.912 7.575
-575.939 -17.545 23.951 -19.591
-819.752 -868.012 13.448 -5.627
235.141 -114.370 4.603 -18.856
-348.126 673.012 0.680 18.704
-838.358 -56.460 -24.979 13.191
368.924 598.182 -20.984 4.427
7.750 -758.766 -15.958 -4.034
212.563 -74.794 -21.459 15.916
907.661 -900.307 21.325 -22.802
-768.319 390.917 -3.430 11.671
-723.453 -953.051 17.815 -1.789
719.960 -260.208 -8.085 22.040
683.332 -322.571 10.231 1.306
-724.389 569.889 -19.266 7.084
811.123 -408.968 -21.950 0.592
516.238 -736.357 -8.492 10.597
-636.664 -486.709 12.795 -10.125
904.207 -625.378 -23.454 -20.481
-578.429 774.431 2.729 -21.462
-485.777 785.774 -24.422 -20.061
-536.797 432.383 6.245 -6.530
2.271 479.156 -24.446 -4.665
-929.812 -855.832 20.927 14.661
-592.189 -502.612 0.258 -5.721
10.679 -477.868 9.154 -2.128
-103.246 428.004 2.391 7.958
202.436 -795.186 11.496 17.916
990.588 482.988 22.855 -13.655
-84.629 164.026 4.815 22.941
-356.818 214.781 -6.724 -7.166
358.949 -431.885 -17.505 19.169
65.503 310.119 -11.552 -23.095
832.251 904.072 -0.223 -6.775
332.076 -913.293 -23.817 -11.637
-708.479 507.185 -18.721 -17.947
-9.827 -834.615 -6.602 22.639
329.411 928.506 20.580 24.315
143.288 -445.779 -7.851 -12.444
122.336 -14.242 -18.275 -20.304
-704.122 -193.096 -18.400 -21.797
-289.024 255.087 -3.572 -23.924
341.793 -95.536 -10.561 15.833
-588.352 -171.266 22.886 10.046
-5.881 -348.676 7.684 -16.912
-420.170 130.550 -17.597 18.078
684.771 -17.913 -19.366 -4.822
967.846 -505.648 -0.126 -18.407
301.256 258.964 -15.204 -24.694
-485.949 248.986 -23.618 21.396
-846.550 -367.154 12.229 -10.873
461.579 404.582 24.173 -13.608
-944.095 274.284 -5.519 -9.107
-595.166 75.352 -16.029 -22.760
-942.561 -415.792 -2.582 -24.368
78.560 891.656 -17.775 -15.505
150.620 -319.139 -15.199 16.617
929.847 -552.670 13.013 -22.918
80.176 9.674 -8.790 -11.456
-585.745 -384.685 -0.064 -13.246
889.599 776.682 2.647 -17.639
-147.965 464.748 -15.399 -2.263
-951.044 280.749 -1.631 3.188
172.404 223.767 12.683 -16.924
904.628 899.379 24.692 20.862
-653.291 508.210 22.944 10.672
-482.116 -433.834 24.216 -1.697
181.481 -33.906 10.057 1.777
-257.224 -491.806 9.138 14.870
972.943 749.551 -12.393 -24.453
30.299 439.044 3.735 -19.932
-337.189 -343.254 -11.857 -10.814
-443.875 -486.577 -14.952 -2.429
-978.367 -680.315 -16.757 -11.512
-114.149 -701.641 11.791 -23.317
264.453 -126.045 3.460 -24.819
382.149 -496.075 15.051 8.877
-746.524 -893.676 9.425 7.094
545.367 -473.594 12.162 -19.796
183.153 -987.793 -5.610 18.482
-474.370 177.530 -8.947 -11.318
497.214 -28.170 2.170 -15.423
270.189 -441.564 -13.740 -11.634
432.391 588.810 -11.453 -4.636
-907.265 -856.090 -20.759 -16.345
-749.766 546.624 15.750 19.890
-926.970 116.465 -24.906 6.405
128.672 -220.604 -0.113 16.358
956.926 637.572 -19.961 11.354
-390.598 288.345 20.930 21.990
846.781 -712.396 -14.644 6.979
876.414 -43.896 -22.657 24.229
100.014 -736.656 -17.116 8.756
809.968 945.346 3.646 22.075
61.811 149.628 3.480 -20.238
929.024 -865.359 21.120 22.149
772.213 -953.651 8.502 -15.460
334.694 177.297 -18.470 4.537
464.901 -324.560 -13.484 8.533
631.544 -445.641 7.762 -6.711
-182.297 625.822 -22.955 -9.308
571.168 227.654 -12.233 -9.176
-622.718 649.849 -4.413 -17.342
784.490 -331.754 -20.194 13.918
-285.405 532.348 23.458 -23.768
-290.355 -800.475 5.769 -20.636
-125.034 691.411 12.897 -12.337
-754.230 -173.677 5.952 1.587
-547.855 319.873 17.279 -24.417
-452.473 -798.188 -8.593 -1.880
851.662 479.755 5.778 15.904
-851.999 423.372 4.821 -3.435
-44.280 131.174 -2.203 16.634
330.700 -857.350 20.998 -19.858
834.062 355.771 -7.196 -23.004
-817.906 950.242 3.583 -9.144
270.115 -165.552 -8.561 20.441
36.261 313.846 -6.439 -2.802
-206.399 973.565 -11.898 -1.460
396.938 716.930 20.105 -16.184
-151.896 -283.916 -24.549 -20.530
-141.266 857.934 -15.388 -7.680
213.706 96.644 -5.684 9.895
46.886 915.932 -24.249 -17.075
-249.620 -312.407 -21.634 19.666
-998.561 -122.909 -8.136 -5.124
-149.344 198.638 18.416 -18.810
-84.432 540.838 -9.994 19.092
-743.078 -381.725 23.562 2.891
-523.791 -673.055 20.211 17.248
423.588 -418.921 2.143 -13.238
-502.989 115.754 -5.313 6.185
803.347 -77.885 0.851 20.120
799.206 708.595 -10.004 -8.753
-92.767 -663.534 -2.564 20.570
877.304 497.708 14.662 -21.644
-884.017 528.949 6.247 -10.195
855.893 58.333 -17.947 6.987
639.412 367.822 18.749 -21.589
-516.423 -462.571 9.595 -17.827
459.545 -582.153 -22.707 6.469
-873.558 -308.466 22.715 0.842
27.999 -193.930 -3.588 -2.367
-696.222 -557.052 0.988 -14.506
971.897 -710.590 0.299 20.695
347.743 294.062 2.682 -0.321
-338.115 -142.773 3.089 3.637
394.657 -492.606 10.810 -3.645
-74.759 524.094 -22.176 1.292
-784.373 -978.435 -22.866 6.091
-172.365 -58.167 -21.277 3.285
384.781 188.458 13.779 8.917
477.868 -436.870 4.612 -4.360
857.193 -708.260 20.319 -12.023
148.967 -63.654 16.613 -11.409
443.740 96.924 9.946 -15.775
-378.983 510.777 10.517 -4.084
532.342 506.021 -22.993 -16.001
-552.146 -770.800 12.285 20.816
417.658 42.567 4.733 -2.612
605.697 -626.218 18.028 11.572
-334.479 533.906 24.549 20.362
-529.748 646.506 -16.047 22.850
-256.570 755.937 -17.926 9.111
266.714 703.637 -19.973 -5.024
209.658 -718.637 3.976 16.438
-489.437 -349.575 12.254 23.206
692.992 -320.538 -4.406 7.467
53.244 -455.113 -5.961 17.969
-921.208 -256.454 13.331 -11.274
-609.948 891.366 -13.424 3.337
647.303 -253.990 -12.552 -2.150
-550.353 -300.978 17.827 16.483
-19.616 -127.893 7.920 12.274
522.532 -193.035 10.479 5.388
486.427 -757.083 -12.145 -11.508
-212.196 275.791 -18.539 -3.335
-980.663 791.689 10.391 -14.765
683.055 878.677 13.572 8.259
-375.313 -959.198 -18.891 1.858
-260.177 957.447 -6.659 18.005
-170.446 -949.545 5.279 -16.198
-142.579 -369.675 14.190 -16.404
-126.758 -918.177 -2.912 16.526
357.615 141.955 -11.809 9.424
-66.356 943.283 19.659 -9.583
821.960 329.214 23.676 -13.834
370.016 -808.570 13.025 -22.254
-851.122 -745.382 20.751 -0.539
-694.927 41.202 8.263 4.062
671.527 -101.871 12.659 -11.381
-20.047 -610.139 -19.855 -16.561
531.816 -266.543 17.863 -13.363
-323.260 500.862 2.054 -12.532
-169.924 29.215 -1.366 -19.998
220.645 -533.673 -17.252 9.238
-279.055 -860.022 -16.301 0.650
181.180 678.474 -20.287 -3.682
-423.397 694.855 9.937 13.914
-915.283 603.291 22.353 15.413
-663.252 608.644 -22.950 0.337
109.505 164.152 12.805 23.490
-806.633 -542.465 -21.508 10.350
-76.138 -550.397 -5.412 16.120
-410.419 131.491 -8.229 19.269
-190.035 -140.662 -9.413 9.664
-445.807 -979.056 -1.422 -9.027
624.235 -162.751 -18.614 24.025
-554.108 -662.564 -0.638 13.885
501.588 -513.341 12.374 17.374
-55.806 634.652 2.724 21.701
-915.745 892.503 12.822 -8.154
23.994 -816.312 -13.885 20.849
43.026 68.065 5.513 14.930
89.009 -836.348 -19.097 -7.169
0.900 -508.428 -8.144 11.170
-170.992 648.696 0.055 -16.735
-864.645 -502.831 -24.361 1.989
-868.180 134.518 -1.310 -19.598
27.021 -539.533 -2.752 -23.725
-355.845 334.508 22.124 17.180
-597.427 105.500 7.110 12.290
269.152 520.530 -19.879 -18.249
-987.898 -120.949 17.921 -3.972
-472.253 -280.966 4.293 -8.422
216.203 197.257 18.566 8.701
-668.225 -309.745 14.102 8.970
150.721 -545.990 10.245 19.872
788.518 294.785 12.051 -20.223
-599.715 -233.543 17.067 16.736
-713.014 887.500 23.487 -17.523
-233.449 656.333 3.505 7.357
-624.633 -688.096 23.935 14.789
509.161 700.051 -1.510 21.023
-609.694 -496.309 4.993 13.526
-42.299 -390.456 8.398 -6.345
904.329 -182.040 -1.567 -17.385
584.416 -380.014 24.351 21.785
-492.515 913.539 -20.738 6.851
569.872 310.688 -10.792 23.631
622.592 -474.264 13.420 3.294
-774.213 -523.600 -0.683 -9.598
-19.908 -827.579 -21.072 23.445
-218.035 493.024 -7.900 -7.843
-689.016 621.325 -0.227 22.385
-758.689 -35.041 19.170 -6.280
-121.502 937.292 -24.429 -13.791
247.980 -408.833 -15.160 -3.236
116.903 930.416 -24.942 8.567
